run_order	binary	scenario	network	path_profile	threads	status	reason	metric	samples	p50	out_dir
1886	quiczigperf	datagram	syscall	loopback	2	ok		datagrams_per_second	3	3590565.000000	.run/fixed-full-matrix-20260601T015324Z/scout/blocks/r000b01886t2-quiczigperf-datagram-syscall-loopback
1887	quiczigperf	datagram	syscall	loopback	4	ok		datagrams_per_second	3	3270929.000000	.run/fixed-full-matrix-20260601T015324Z/scout/blocks/r000b01887t4-quiczigperf-datagram-syscall-loopback
1888	quiczigperf	datagram	syscall	loopback	8	ok		datagrams_per_second	3	2702873.000000	.run/fixed-full-matrix-20260601T015324Z/scout/blocks/r000b01888t8-quiczigperf-datagram-syscall-loopback
1889	quiczigperf	datagram	syscall	loopback	16	ok		datagrams_per_second	3	2451082.000000	.run/fixed-full-matrix-20260601T015324Z/scout/blocks/r000b01889t16-quiczigperf-datagram-syscall-loopback
1891	quiczigperf	datagram	iouring	loopback	1	ok		datagrams_per_second	3	2443325.000000	.run/fixed-full-matrix-20260601T015324Z/scout/blocks/r000b01891t1-quiczigperf-datagram-iouring-loopback
1892	quiczigperf	datagram	iouring	loopback	2	ok		datagrams_per_second	3	3515499.000000	.run/fixed-full-matrix-20260601T015324Z/scout/blocks/r000b01892t2-quiczigperf-datagram-iouring-loopback
1893	quiczigperf	datagram	iouring	loopback	4	ok		datagrams_per_second	3	2653555.000000	.run/fixed-full-matrix-20260601T015324Z/scout/blocks/r000b01893t4-quiczigperf-datagram-iouring-loopback
1894	quiczigperf	datagram	iouring	loopback	8	ok		datagrams_per_second	3	2381872.000000	.run/fixed-full-matrix-20260601T015324Z/scout/blocks/r000b01894t8-quiczigperf-datagram-iouring-loopback
1895	quiczigperf	datagram	iouring	loopback	16	ok		datagrams_per_second	3	2110540.000000	.run/fixed-full-matrix-20260601T015324Z/scout/blocks/r000b01895t16-quiczigperf-datagram-iouring-loopback
1897	quiczigperf	idle_footprint	syscall	loopback	1	ok		server_rss_delta_bytes_per_connection	3	1527808.000000	.run/fixed-full-matrix-20260601T015324Z/scout/blocks/r000b01897t1-quiczigperf-idle_footprint-syscall-loopback
1898	quiczigperf	idle_footprint	syscall	loopback	2	ok		server_rss_delta_bytes_per_connection	3	974848.000000	.run/fixed-full-matrix-20260601T015324Z/scout/blocks/r000b01898t2-quiczigperf-idle_footprint-syscall-loopback
1899	quiczigperf	idle_footprint	syscall	loopback	4	ok		server_rss_delta_bytes_per_connection	3	669696.000000	.run/fixed-full-matrix-20260601T015324Z/scout/blocks/r000b01899t4-quiczigperf-idle_footprint-syscall-loopback
1900	quiczigperf	idle_footprint	syscall	loopback	8	ok		server_rss_delta_bytes_per_connection	3	537600.000000	.run/fixed-full-matrix-20260601T015324Z/scout/blocks/r000b01900t8-quiczigperf-idle_footprint-syscall-loopback
1901	quiczigperf	idle_footprint	syscall	loopback	16	ok		server_rss_delta_bytes_per_connection	3	461312.000000	.run/fixed-full-matrix-20260601T015324Z/scout/blocks/r000b01901t16-quiczigperf-idle_footprint-syscall-loopback
1903	quiczigperf	idle_footprint	iouring	loopback	1	ok		server_rss_delta_bytes_per_connection	3	1302528.000000	.run/fixed-full-matrix-20260601T015324Z/scout/blocks/r000b01903t1-quiczigperf-idle_footprint-iouring-loopback
1904	quiczigperf	idle_footprint	iouring	loopback	2	ok		server_rss_delta_bytes_per_connection	3	980992.000000	.run/fixed-full-matrix-20260601T015324Z/scout/blocks/r000b01904t2-quiczigperf-idle_footprint-iouring-loopback
1905	quiczigperf	idle_footprint	iouring	loopback	4	ok		server_rss_delta_bytes_per_connection	3	609280.000000	.run/fixed-full-matrix-20260601T015324Z/scout/blocks/r000b01905t4-quiczigperf-idle_footprint-iouring-loopback
1906	quiczigperf	idle_footprint	iouring	loopback	8	ok		server_rss_delta_bytes_per_connection	3	545280.000000	.run/fixed-full-matrix-20260601T015324Z/scout/blocks/r000b01906t8-quiczigperf-idle_footprint-iouring-loopback
1907	quiczigperf	idle_footprint	iouring	loopback	16	ok		server_rss_delta_bytes_per_connection	3	455424.000000	.run/fixed-full-matrix-20260601T015324Z/scout/blocks/r000b01907t16-quiczigperf-idle_footprint-iouring-loopback
1909	quiczigperf	close_reset_cleanup	syscall	loopback	1	ok		streams_per_second	3	3677.000000	.run/fixed-full-matrix-20260601T015324Z/scout/blocks/r000b01909t1-quiczigperf-close_reset_cleanup-syscall-loopback
1910	quiczigperf	close_reset_cleanup	syscall	loopback	2	ok		streams_per_second	3	4856.000000	.run/fixed-full-matrix-20260601T015324Z/scout/blocks/r000b01910t2-quiczigperf-close_reset_cleanup-syscall-loopback
1911	quiczigperf	close_reset_cleanup	syscall	loopback	4	ok		streams_per_second	3	5312.000000	.run/fixed-full-matrix-20260601T015324Z/scout/blocks/r000b01911t4-quiczigperf-close_reset_cleanup-syscall-loopback
1912	quiczigperf	close_reset_cleanup	syscall	loopback	8	ok		streams_per_second	3	5376.000000	.run/fixed-full-matrix-20260601T015324Z/scout/blocks/r000b01912t8-quiczigperf-close_reset_cleanup-syscall-loopback
1913	quiczigperf	close_reset_cleanup	syscall	loopback	16	ok		streams_per_second	3	5355.000000	.run/fixed-full-matrix-20260601T015324Z/scout/blocks/r000b01913t16-quiczigperf-close_reset_cleanup-syscall-loopback
1915	quiczigperf	close_reset_cleanup	iouring	loopback	1	ok		streams_per_second	3	3659.000000	.run/fixed-full-matrix-20260601T015324Z/scout/blocks/r000b01915t1-quiczigperf-close_reset_cleanup-iouring-loopback
1916	quiczigperf	close_reset_cleanup	iouring	loopback	2	ok		streams_per_second	3	4888.000000	.run/fixed-full-matrix-20260601T015324Z/scout/blocks/r000b01916t2-quiczigperf-close_reset_cleanup-iouring-loopback
1917	quiczigperf	close_reset_cleanup	iouring	loopback	4	ok		streams_per_second	3	5355.000000	.run/fixed-full-matrix-20260601T015324Z/scout/blocks/r000b01917t4-quiczigperf-close_reset_cleanup-iouring-loopback
1918	quiczigperf	close_reset_cleanup	iouring	loopback	8	ok		streams_per_second	3	5498.000000	.run/fixed-full-matrix-20260601T015324Z/scout/blocks/r000b01918t8-quiczigperf-close_reset_cleanup-iouring-loopback
1919	quiczigperf	close_reset_cleanup	iouring	loopback	16	ok		streams_per_second	3	5474.000000	.run/fixed-full-matrix-20260601T015324Z/scout/blocks/r000b01919t16-quiczigperf-close_reset_cleanup-iouring-loopback
1921	mvfstperf	download	syscall	loopback	1	ok		throughput_gbps	3	6.711069	.run/fixed-full-matrix-20260601T015324Z/scout/blocks/r000b01921t1-mvfstperf-download-syscall-loopback
1922	mvfstperf	download	syscall	loopback	2	ok		throughput_gbps	3	6.762315	.run/fixed-full-matrix-20260601T015324Z/scout/blocks/r000b01922t2-mvfstperf-download-syscall-loopback
1923	mvfstperf	download	syscall	loopback	4	ok		throughput_gbps	3	6.595543	.run/fixed-full-matrix-20260601T015324Z/scout/blocks/r000b01923t4-mvfstperf-download-syscall-loopback
1924	mvfstperf	download	syscall	loopback	8	ok		throughput_gbps	3	6.796870	.run/fixed-full-matrix-20260601T015324Z/scout/blocks/r000b01924t8-mvfstperf-download-syscall-loopback
1925	mvfstperf	download	syscall	loopback	16	ok		throughput_gbps	3	6.803435	.run/fixed-full-matrix-20260601T015324Z/scout/blocks/r000b01925t16-mvfstperf-download-syscall-loopback
1927	mvfstperf	download	iouring	loopback	1	ok		throughput_gbps	3	6.690097	.run/fixed-full-matrix-20260601T015324Z/scout/blocks/r000b01927t1-mvfstperf-download-iouring-loopback
1928	mvfstperf	download	iouring	loopback	2	ok		throughput_gbps	3	6.852492	.run/fixed-full-matrix-20260601T015324Z/scout/blocks/r000b01928t2-mvfstperf-download-iouring-loopback
1929	mvfstperf	download	iouring	loopback	4	ok		throughput_gbps	3	6.830424	.run/fixed-full-matrix-20260601T015324Z/scout/blocks/r000b01929t4-mvfstperf-download-iouring-loopback
1930	mvfstperf	download	iouring	loopback	8	ok		throughput_gbps	3	6.910390	.run/fixed-full-matrix-20260601T015324Z/scout/blocks/r000b01930t8-mvfstperf-download-iouring-loopback
1931	mvfstperf	download	iouring	loopback	16	ok		throughput_gbps	3	6.910481	.run/fixed-full-matrix-20260601T015324Z/scout/blocks/r000b01931t16-mvfstperf-download-iouring-loopback
1933	mvfstperf	upload	syscall	loopback	1	ok		throughput_gbps	3	4.206981	.run/fixed-full-matrix-20260601T015324Z/scout/blocks/r000b01933t1-mvfstperf-upload-syscall-loopback
1934	mvfstperf	upload	syscall	loopback	2	ok		throughput_gbps	3	5.099520	.run/fixed-full-matrix-20260601T015324Z/scout/blocks/r000b01934t2-mvfstperf-upload-syscall-loopback
1935	mvfstperf	upload	syscall	loopback	4	ok		throughput_gbps	3	7.558845	.run/fixed-full-matrix-20260601T015324Z/scout/blocks/r000b01935t4-mvfstperf-upload-syscall-loopback
1936	mvfstperf	upload	syscall	loopback	8	ok		throughput_gbps	3	10.218809	.run/fixed-full-matrix-20260601T015324Z/scout/blocks/r000b01936t8-mvfstperf-upload-syscall-loopback
1937	mvfstperf	upload	syscall	loopback	16	ok		throughput_gbps	3	8.589934	.run/fixed-full-matrix-20260601T015324Z/scout/blocks/r000b01937t16-mvfstperf-upload-syscall-loopback
1939	mvfstperf	upload	iouring	loopback	1	ok		throughput_gbps	3	3.023193	.run/fixed-full-matrix-20260601T015324Z/scout/blocks/r000b01939t1-mvfstperf-upload-iouring-loopback
1940	mvfstperf	upload	iouring	loopback	2	ok		throughput_gbps	3	4.731713	.run/fixed-full-matrix-20260601T015324Z/scout/blocks/r000b01940t2-mvfstperf-upload-iouring-loopback
1941	mvfstperf	upload	iouring	loopback	4	ok		throughput_gbps	3	6.576300	.run/fixed-full-matrix-20260601T015324Z/scout/blocks/r000b01941t4-mvfstperf-upload-iouring-loopback
1942	mvfstperf	upload	iouring	loopback	8	ok		throughput_gbps	3	9.758891	.run/fixed-full-matrix-20260601T015324Z/scout/blocks/r000b01942t8-mvfstperf-upload-iouring-loopback
1943	mvfstperf	upload	iouring	loopback	16	ok		throughput_gbps	3	8.589934	.run/fixed-full-matrix-20260601T015324Z/scout/blocks/r000b01943t16-mvfstperf-upload-iouring-loopback
1945	mvfstperf	connect	syscall	loopback	1	ok		connections_per_second	3	279.414604	.run/fixed-full-matrix-20260601T015324Z/scout/blocks/r000b01945t1-mvfstperf-connect-syscall-loopback
1946	mvfstperf	connect	syscall	loopback	2	ok		connections_per_second	3	417.319337	.run/fixed-full-matrix-20260601T015324Z/scout/blocks/r000b01946t2-mvfstperf-connect-syscall-loopback
1947	mvfstperf	connect	syscall	loopback	4	ok		connections_per_second	3	609.307198	.run/fixed-full-matrix-20260601T015324Z/scout/blocks/r000b01947t4-mvfstperf-connect-syscall-loopback
1948	mvfstperf	connect	syscall	loopback	8	ok		connections_per_second	3	777.870744	.run/fixed-full-matrix-20260601T015324Z/scout/blocks/r000b01948t8-mvfstperf-connect-syscall-loopback
1949	mvfstperf	connect	syscall	loopback	16	ok		connections_per_second	3	891.045764	.run/fixed-full-matrix-20260601T015324Z/scout/blocks/r000b01949t16-mvfstperf-connect-syscall-loopback
1951	mvfstperf	connect	iouring	loopback	1	ok		connections_per_second	3	291.268103	.run/fixed-full-matrix-20260601T015324Z/scout/blocks/r000b01951t1-mvfstperf-connect-iouring-loopback
1952	mvfstperf	connect	iouring	loopback	2	ok		connections_per_second	3	470.975765	.run/fixed-full-matrix-20260601T015324Z/scout/blocks/r000b01952t2-mvfstperf-connect-iouring-loopback
1953	mvfstperf	connect	iouring	loopback	4	ok		connections_per_second	3	656.575754	.run/fixed-full-matrix-20260601T015324Z/scout/blocks/r000b01953t4-mvfstperf-connect-iouring-loopback
1954	mvfstperf	connect	iouring	loopback	8	ok		connections_per_second	3	879.560563	.run/fixed-full-matrix-20260601T015324Z/scout/blocks/r000b01954t8-mvfstperf-connect-iouring-loopback
1955	mvfstperf	connect	iouring	loopback	16	ok		connections_per_second	3	1024.249425	.run/fixed-full-matrix-20260601T015324Z/scout/blocks/r000b01955t16-mvfstperf-connect-iouring-loopback
1957	mvfstperf	reqresp	syscall	loopback	1	ok		requests_per_second	3	2188.000000	.run/fixed-full-matrix-20260601T015324Z/scout/blocks/r000b01957t1-mvfstperf-reqresp-syscall-loopback
1958	mvfstperf	reqresp	syscall	loopback	2	ok		requests_per_second	3	3621.000000	.run/fixed-full-matrix-20260601T015324Z/scout/blocks/r000b01958t2-mvfstperf-reqresp-syscall-loopback
1959	mvfstperf	reqresp	syscall	loopback	4	ok		requests_per_second	3	5914.000000	.run/fixed-full-matrix-20260601T015324Z/scout/blocks/r000b01959t4-mvfstperf-reqresp-syscall-loopback
1960	mvfstperf	reqresp	syscall	loopback	8	ok		requests_per_second	3	9825.000000	.run/fixed-full-matrix-20260601T015324Z/scout/blocks/r000b01960t8-mvfstperf-reqresp-syscall-loopback
1961	mvfstperf	reqresp	syscall	loopback	16	ok		requests_per_second	3	14208.000000	.run/fixed-full-matrix-20260601T015324Z/scout/blocks/r000b01961t16-mvfstperf-reqresp-syscall-loopback
1963	mvfstperf	reqresp	iouring	loopback	1	ok		requests_per_second	3	2019.000000	.run/fixed-full-matrix-20260601T015324Z/scout/blocks/r000b01963t1-mvfstperf-reqresp-iouring-loopback
1964	mvfstperf	reqresp	iouring	loopback	2	ok		requests_per_second	3	3608.000000	.run/fixed-full-matrix-20260601T015324Z/scout/blocks/r000b01964t2-mvfstperf-reqresp-iouring-loopback
1965	mvfstperf	reqresp	iouring	loopback	4	ok		requests_per_second	3	6141.000000	.run/fixed-full-matrix-20260601T015324Z/scout/blocks/r000b01965t4-mvfstperf-reqresp-iouring-loopback
1966	mvfstperf	reqresp	iouring	loopback	8	ok		requests_per_second	3	10292.000000	.run/fixed-full-matrix-20260601T015324Z/scout/blocks/r000b01966t8-mvfstperf-reqresp-iouring-loopback
1967	mvfstperf	reqresp	iouring	loopback	16	ok		requests_per_second	3	14737.000000	.run/fixed-full-matrix-20260601T015324Z/scout/blocks/r000b01967t16-mvfstperf-reqresp-iouring-loopback
1969	mvfstperf	stream_churn	syscall	loopback	1	ok		streams_per_second	3	2033.000000	.run/fixed-full-matrix-20260601T015324Z/scout/blocks/r000b01969t1-mvfstperf-stream_churn-syscall-loopback
1970	mvfstperf	stream_churn	syscall	loopback	2	ok		streams_per_second	3	3447.000000	.run/fixed-full-matrix-20260601T015324Z/scout/blocks/r000b01970t2-mvfstperf-stream_churn-syscall-loopback
1971	mvfstperf	stream_churn	syscall	loopback	4	ok		streams_per_second	3	6128.000000	.run/fixed-full-matrix-20260601T015324Z/scout/blocks/r000b01971t4-mvfstperf-stream_churn-syscall-loopback
1972	mvfstperf	stream_churn	syscall	loopback	8	ok		streams_per_second	3	10543.000000	.run/fixed-full-matrix-20260601T015324Z/scout/blocks/r000b01972t8-mvfstperf-stream_churn-syscall-loopback
1973	mvfstperf	stream_churn	syscall	loopback	16	ok		streams_per_second	3	15210.000000	.run/fixed-full-matrix-20260601T015324Z/scout/blocks/r000b01973t16-mvfstperf-stream_churn-syscall-loopback
1975	mvfstperf	stream_churn	iouring	loopback	1	ok		streams_per_second	3	2182.000000	.run/fixed-full-matrix-20260601T015324Z/scout/blocks/r000b01975t1-mvfstperf-stream_churn-iouring-loopback
1976	mvfstperf	stream_churn	iouring	loopback	2	ok		streams_per_second	3	3618.000000	.run/fixed-full-matrix-20260601T015324Z/scout/blocks/r000b01976t2-mvfstperf-stream_churn-iouring-loopback
1977	mvfstperf	stream_churn	iouring	loopback	4	ok		streams_per_second	3	6235.000000	.run/fixed-full-matrix-20260601T015324Z/scout/blocks/r000b01977t4-mvfstperf-stream_churn-iouring-loopback
1978	mvfstperf	stream_churn	iouring	loopback	8	ok		streams_per_second	3	10017.000000	.run/fixed-full-matrix-20260601T015324Z/scout/blocks/r000b01978t8-mvfstperf-stream_churn-iouring-loopback
1979	mvfstperf	stream_churn	iouring	loopback	16	ok		streams_per_second	3	14336.000000	.run/fixed-full-matrix-20260601T015324Z/scout/blocks/r000b01979t16-mvfstperf-stream_churn-iouring-loopback
1981	mvfstperf	multistream_download	syscall	loopback	1	ok		throughput_gbps	3	0.998244	.run/fixed-full-matrix-20260601T015324Z/scout/blocks/r000b01981t1-mvfstperf-multistream_download-syscall-loopback
1982	mvfstperf	multistream_download	syscall	loopback	2	ok		throughput_gbps	3	3.204448	.run/fixed-full-matrix-20260601T015324Z/scout/blocks/r000b01982t2-mvfstperf-multistream_download-syscall-loopback
1983	mvfstperf	multistream_download	syscall	loopback	4	ok		throughput_gbps	3	6.296578	.run/fixed-full-matrix-20260601T015324Z/scout/blocks/r000b01983t4-mvfstperf-multistream_download-syscall-loopback
1984	mvfstperf	multistream_download	syscall	loopback	8	ok		throughput_gbps	3	6.420000	.run/fixed-full-matrix-20260601T015324Z/scout/blocks/r000b01984t8-mvfstperf-multistream_download-syscall-loopback
1985	mvfstperf	multistream_download	syscall	loopback	16	ok		throughput_gbps	3	6.196654	.run/fixed-full-matrix-20260601T015324Z/scout/blocks/r000b01985t16-mvfstperf-multistream_download-syscall-loopback
1987	mvfstperf	multistream_download	iouring	loopback	1	ok		throughput_gbps	3	0.696254	.run/fixed-full-matrix-20260601T015324Z/scout/blocks/r000b01987t1-mvfstperf-multistream_download-iouring-loopback
1988	mvfstperf	multistream_download	iouring	loopback	2	ok		throughput_gbps	3	2.902458	.run/fixed-full-matrix-20260601T015324Z/scout/blocks/r000b01988t2-mvfstperf-multistream_download-iouring-loopback
1989	mvfstperf	multistream_download	iouring	loopback	4	ok		throughput_gbps	3	6.019511	.run/fixed-full-matrix-20260601T015324Z/scout/blocks/r000b01989t4-mvfstperf-multistream_download-iouring-loopback
1990	mvfstperf	multistream_download	iouring	loopback	8	ok		throughput_gbps	3	5.850171	.run/fixed-full-matrix-20260601T015324Z/scout/blocks/r000b01990t8-mvfstperf-multistream_download-iouring-loopback
1991	mvfstperf	multistream_download	iouring	loopback	16	ok		throughput_gbps	3	6.203277	.run/fixed-full-matrix-20260601T015324Z/scout/blocks/r000b01991t16-mvfstperf-multistream_download-iouring-loopback
1993	mvfstperf	multistream_upload	syscall	loopback	1	ok		throughput_gbps	3	3.959423	.run/fixed-full-matrix-20260601T015324Z/scout/blocks/r000b01993t1-mvfstperf-multistream_upload-syscall-loopback
1994	mvfstperf	multistream_upload	syscall	loopback	2	ok		throughput_gbps	3	4.529848	.run/fixed-full-matrix-20260601T015324Z/scout/blocks/r000b01994t2-mvfstperf-multistream_upload-syscall-loopback
1995	mvfstperf	multistream_upload	syscall	loopback	4	ok		throughput_gbps	3	5.972689	.run/fixed-full-matrix-20260601T015324Z/scout/blocks/r000b01995t4-mvfstperf-multistream_upload-syscall-loopback
1996	mvfstperf	multistream_upload	syscall	loopback	8	ok		throughput_gbps	3	6.803161	.run/fixed-full-matrix-20260601T015324Z/scout/blocks/r000b01996t8-mvfstperf-multistream_upload-syscall-loopback
1997	mvfstperf	multistream_upload	syscall	loopback	16	ok		throughput_gbps	3	7.449084	.run/fixed-full-matrix-20260601T015324Z/scout/blocks/r000b01997t16-mvfstperf-multistream_upload-syscall-loopback
1999	mvfstperf	multistream_upload	iouring	loopback	1	ok		throughput_gbps	3	2.852127	.run/fixed-full-matrix-20260601T015324Z/scout/blocks/r000b01999t1-mvfstperf-multistream_upload-iouring-loopback
2000	mvfstperf	multistream_upload	iouring	loopback	2	ok		throughput_gbps	3	3.858760	.run/fixed-full-matrix-20260601T015324Z/scout/blocks/r000b02000t2-mvfstperf-multistream_upload-iouring-loopback
2001	mvfstperf	multistream_upload	iouring	loopback	4	ok		throughput_gbps	3	5.016388	.run/fixed-full-matrix-20260601T015324Z/scout/blocks/r000b02001t4-mvfstperf-multistream_upload-iouring-loopback
2002	mvfstperf	multistream_upload	iouring	loopback	8	ok		throughput_gbps	3	5.863637	.run/fixed-full-matrix-20260601T015324Z/scout/blocks/r000b02002t8-mvfstperf-multistream_upload-iouring-loopback
2003	mvfstperf	multistream_upload	iouring	loopback	16	ok		throughput_gbps	3	7.029654	.run/fixed-full-matrix-20260601T015324Z/scout/blocks/r000b02003t16-mvfstperf-multistream_upload-iouring-loopback
2005	mvfstperf	bidi	syscall	loopback	1	ok		throughput_gbps	3	0.402653	.run/fixed-full-matrix-20260601T015324Z/scout/blocks/r000b02005t1-mvfstperf-bidi-syscall-loopback
2006	mvfstperf	bidi	syscall	loopback	2	ok		throughput_gbps	3	6.039798	.run/fixed-full-matrix-20260601T015324Z/scout/blocks/r000b02006t2-mvfstperf-bidi-syscall-loopback
2007	mvfstperf	bidi	syscall	loopback	4	ok		throughput_gbps	3	7.302283	.run/fixed-full-matrix-20260601T015324Z/scout/blocks/r000b02007t4-mvfstperf-bidi-syscall-loopback
2008	mvfstperf	bidi	syscall	loopback	8	ok		throughput_gbps	3	7.269003	.run/fixed-full-matrix-20260601T015324Z/scout/blocks/r000b02008t8-mvfstperf-bidi-syscall-loopback
2009	mvfstperf	bidi	syscall	loopback	16	ok		throughput_gbps	3	6.853675	.run/fixed-full-matrix-20260601T015324Z/scout/blocks/r000b02009t16-mvfstperf-bidi-syscall-loopback
2011	mvfstperf	bidi	iouring	loopback	1	ok		throughput_gbps	3	0.402653	.run/fixed-full-matrix-20260601T015324Z/scout/blocks/r000b02011t1-mvfstperf-bidi-iouring-loopback
2012	mvfstperf	bidi	iouring	loopback	2	ok		throughput_gbps	3	6.375342	.run/fixed-full-matrix-20260601T015324Z/scout/blocks/r000b02012t2-mvfstperf-bidi-iouring-loopback
2013	mvfstperf	bidi	iouring	loopback	4	ok		throughput_gbps	3	7.329911	.run/fixed-full-matrix-20260601T015324Z/scout/blocks/r000b02013t4-mvfstperf-bidi-iouring-loopback
2014	mvfstperf	bidi	iouring	loopback	8	ok		throughput_gbps	3	7.189037	.run/fixed-full-matrix-20260601T015324Z/scout/blocks/r000b02014t8-mvfstperf-bidi-iouring-loopback
2015	mvfstperf	bidi	iouring	loopback	16	ok		throughput_gbps	3	6.595543	.run/fixed-full-matrix-20260601T015324Z/scout/blocks/r000b02015t16-mvfstperf-bidi-iouring-loopback
2017	mvfstperf	small_payload_pps	syscall	loopback	1	ok		messages_per_second	3	2161.000000	.run/fixed-full-matrix-20260601T015324Z/scout/blocks/r000b02017t1-mvfstperf-small_payload_pps-syscall-loopback
2018	mvfstperf	small_payload_pps	syscall	loopback	2	ok		messages_per_second	3	3631.000000	.run/fixed-full-matrix-20260601T015324Z/scout/blocks/r000b02018t2-mvfstperf-small_payload_pps-syscall-loopback
2019	mvfstperf	small_payload_pps	syscall	loopback	4	ok		messages_per_second	3	6113.000000	.run/fixed-full-matrix-20260601T015324Z/scout/blocks/r000b02019t4-mvfstperf-small_payload_pps-syscall-loopback
2020	mvfstperf	small_payload_pps	syscall	loopback	8	ok		messages_per_second	3	10387.000000	.run/fixed-full-matrix-20260601T015324Z/scout/blocks/r000b02020t8-mvfstperf-small_payload_pps-syscall-loopback
2021	mvfstperf	small_payload_pps	syscall	loopback	16	ok		messages_per_second	3	15402.000000	.run/fixed-full-matrix-20260601T015324Z/scout/blocks/r000b02021t16-mvfstperf-small_payload_pps-syscall-loopback
2023	mvfstperf	small_payload_pps	iouring	loopback	1	ok		messages_per_second	3	2025.000000	.run/fixed-full-matrix-20260601T015324Z/scout/blocks/r000b02023t1-mvfstperf-small_payload_pps-iouring-loopback
2024	mvfstperf	small_payload_pps	iouring	loopback	2	ok		messages_per_second	3	3433.000000	.run/fixed-full-matrix-20260601T015324Z/scout/blocks/r000b02024t2-mvfstperf-small_payload_pps-iouring-loopback
2025	mvfstperf	small_payload_pps	iouring	loopback	4	ok		messages_per_second	3	6148.000000	.run/fixed-full-matrix-20260601T015324Z/scout/blocks/r000b02025t4-mvfstperf-small_payload_pps-iouring-loopback
2026	mvfstperf	small_payload_pps	iouring	loopback	8	ok		messages_per_second	3	10465.000000	.run/fixed-full-matrix-20260601T015324Z/scout/blocks/r000b02026t8-mvfstperf-small_payload_pps-iouring-loopback
2027	mvfstperf	small_payload_pps	iouring	loopback	16	ok		messages_per_second	3	13941.000000	.run/fixed-full-matrix-20260601T015324Z/scout/blocks/r000b02027t16-mvfstperf-small_payload_pps-iouring-loopback
2029	mvfstperf	loss_recovery	syscall	loopback	1	ok		throughput_gbps	3	6.007802	.run/fixed-full-matrix-20260601T015324Z/scout/blocks/r000b02029t1-mvfstperf-loss_recovery-syscall-loopback
2030	mvfstperf	loss_recovery	syscall	loopback	2	ok		throughput_gbps	3	5.933458	.run/fixed-full-matrix-20260601T015324Z/scout/blocks/r000b02030t2-mvfstperf-loss_recovery-syscall-loopback
2031	mvfstperf	loss_recovery	syscall	loopback	4	ok		throughput_gbps	3	6.471295	.run/fixed-full-matrix-20260601T015324Z/scout/blocks/r000b02031t4-mvfstperf-loss_recovery-syscall-loopback
2032	mvfstperf	loss_recovery	syscall	loopback	8	ok		throughput_gbps	3	6.553668	.run/fixed-full-matrix-20260601T015324Z/scout/blocks/r000b02032t8-mvfstperf-loss_recovery-syscall-loopback
2033	mvfstperf	loss_recovery	syscall	loopback	16	ok		throughput_gbps	3	6.800068	.run/fixed-full-matrix-20260601T015324Z/scout/blocks/r000b02033t16-mvfstperf-loss_recovery-syscall-loopback
2035	mvfstperf	loss_recovery	iouring	loopback	1	ok		throughput_gbps	3	5.975161	.run/fixed-full-matrix-20260601T015324Z/scout/blocks/r000b02035t1-mvfstperf-loss_recovery-iouring-loopback
2036	mvfstperf	loss_recovery	iouring	loopback	2	ok		throughput_gbps	3	5.970554	.run/fixed-full-matrix-20260601T015324Z/scout/blocks/r000b02036t2-mvfstperf-loss_recovery-iouring-loopback
2037	mvfstperf	loss_recovery	iouring	loopback	4	ok		throughput_gbps	3	6.592256	.run/fixed-full-matrix-20260601T015324Z/scout/blocks/r000b02037t4-mvfstperf-loss_recovery-iouring-loopback
2038	mvfstperf	loss_recovery	iouring	loopback	8	ok		throughput_gbps	3	6.647524	.run/fixed-full-matrix-20260601T015324Z/scout/blocks/r000b02038t8-mvfstperf-loss_recovery-iouring-loopback
2039	mvfstperf	loss_recovery	iouring	loopback	16	ok		throughput_gbps	3	6.980594	.run/fixed-full-matrix-20260601T015324Z/scout/blocks/r000b02039t16-mvfstperf-loss_recovery-iouring-loopback
2041	mvfstperf	flow_control	syscall	loopback	1	ok		throughput_gbps	3	2.882892	.run/fixed-full-matrix-20260601T015324Z/scout/blocks/r000b02041t1-mvfstperf-flow_control-syscall-loopback
2042	mvfstperf	flow_control	syscall	loopback	2	ok		throughput_gbps	3	6.038082	.run/fixed-full-matrix-20260601T015324Z/scout/blocks/r000b02042t2-mvfstperf-flow_control-syscall-loopback
2043	mvfstperf	flow_control	syscall	loopback	4	ok		throughput_gbps	3	5.940023	.run/fixed-full-matrix-20260601T015324Z/scout/blocks/r000b02043t4-mvfstperf-flow_control-syscall-loopback
2044	mvfstperf	flow_control	syscall	loopback	8	ok		throughput_gbps	3	6.128784	.run/fixed-full-matrix-20260601T015324Z/scout/blocks/r000b02044t8-mvfstperf-flow_control-syscall-loopback
2045	mvfstperf	flow_control	syscall	loopback	16	ok		throughput_gbps	3	6.044485	.run/fixed-full-matrix-20260601T015324Z/scout/blocks/r000b02045t16-mvfstperf-flow_control-syscall-loopback
2047	mvfstperf	flow_control	iouring	loopback	1	ok		throughput_gbps	3	2.151625	.run/fixed-full-matrix-20260601T015324Z/scout/blocks/r000b02047t1-mvfstperf-flow_control-iouring-loopback
2048	mvfstperf	flow_control	iouring	loopback	2	ok		throughput_gbps	3	5.893702	.run/fixed-full-matrix-20260601T015324Z/scout/blocks/r000b02048t2-mvfstperf-flow_control-iouring-loopback
